Country;Region;Year;URL;Title;Note;Class;Rating;Maturity
Italy;Italy - Piedmont: Barolo;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=Italy&region[]=Piedmont&location[]=Barolo;1991 Italy:  Piedmont (Barolo);76C;Average;76;Caution, may be too old
Italy;Italy - Tuscany: Bolgheri;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=Italy&region[]=Tuscany&location[]=Bolgheri&color_class[]=Red;1990 Italy:  Tuscany  (Bolgheri);90R;Outstanding;90;Ready to drink
France;France - Bordeaux: Margaux;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=France&region[]=Bordeaux&location[]=Margaux;1975 Margaux;78E;Average;78;Early maturing and accessible
France;France - Burgundy: Cote de Beaune;1985;https://www.robertparker.com//search/wines?vintage=1985&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;1985 Cote de Beaune (red);88C;Above-average;88;Caution, may be too old
France;France - Burgundy: Cote de Beaune;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;1982 Cote de Beaune (red);80C;Above-average;80;Caution, may be too old
France;France - Rhone: Chateauneuf du Pape;1983;https://www.robertparker.com//search/wines?vintage=1983&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1983 Southern Rhone
Chateauneuf du Pape";87C;Above-average;87;Caution, may be too old
Portugal;Portugal;1989;https://www.robertparker.com//search/wines?vintage=1989&country[]=Portugal&type[]=Fortified;1989 Portugal Vintage Port;NV;Not yet sufficiently tasted to rate;;
USA;USA - North Coast;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1997 Calif N Coast Chardonnay;92C;Outstanding;92;Caution, may be too old
USA;USA - North Coast;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1978 Calif N Coast Zinfandel;86C;Above-average;86;Caution, may be too old
South Africa;South Africa;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=South%20Africa;2010 South Africa;91R;Outstanding;91;Ready to drink
France;France - Bordeaux: Margaux;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=France&region[]=Bordeaux&location[]=Margaux;2000 Margaux;94T;Outstanding;94;Still tannic, youthful, or slow to mature
Italy;Italy - Tuscany: Chianti;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=Italy&region[]=Tuscany&location[]=Chianti%20Classico;1995 Italy:  Tuscany (Chianti Classico);89R;Above-average;89;Ready to drink
Germany;Germany - Rheinhessen;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1982 Germany: Rhine (Riesling);76C;Average;76;Caution, may be too old
Italy;Italy - Piedmont: Barbaresco;1988;https://www.robertparker.com//search/wines?vintage=1988&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1988 Italy:  Piedmont (Barbaresco);90R;Outstanding;90;Ready to drink
France;France - Burgundy: Cote de Nuits;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;1993 Cote de Nuits (red);85C;Above-average;85;Caution, may be too old
France;France - Languedoc;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=France&region[]=Languedoc-Roussillon;2009 Languedoc;91R;Outstanding;91;Ready to drink
Italy;Italy - Trentino-Alto Adige;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=Italy&region[]=Trentino-Alto%20Adige&color_class[]=White;2013 Italy: Trentino-Alto Adige;91R;Outstanding;91;Ready to drink
Germany;Germany - Mosel Saar Ruwer;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;2014 Germany: Mosel-Saar-Ruwer;78I;Average;78;Irregular, even among the best wines
France;France - Bordeaux: Pomerol;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=France&region[]=Bordeaux&location[]=Pomerol;1971 Pomerol;87R;Above-average;87;Ready to drink
France;France - Burgundy;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=France&region[]=Burgundy&color_class[]=White;1981 White Burgundy;86C;Above-average;86;Caution, may be too old
Portugal;Portugal;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=Portugal&type[]=Fortified;1980 Portugal Vintage Port;84R;Above-average;84;Ready to drink
France;France - Burgundy: Beaujolais;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=France&region[]=Burgundy&region[]=Beaujolais;1997 Beaujolais;87C;Above-average;87;Caution, may be too old
Germany;Germany;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Germany&variety[]=Pinot%20Noir&variety[]=Sp%C3%A4tburgunder;2009 Germany: Pinot Noir / Spätburgunder;91T;Outstanding;91;Still tannic, youthful, or slow to mature
France;France - Bordeaux: Graves / Pessac Leognan;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;2001 Graves;88R;Above-average;88;Ready to drink
France;France - Bordeaux: Barsac / Sauternes;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;1992 Barsac / Sauternes;68C;Below-average;68;Caution, may be too old
France;France - Burgundy: Cote de Nuits;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;1991 Cote de Nuits (red);86R;Above-average;86;Ready to drink
France;France - Bordeaux: Graves / Pessac Leognan;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;1984 Graves;79R;Average;79;Ready to drink
France;France - Bordeaux: St Emilion;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=France&region[]=Bordeaux&location[]=Saint-%C3%89milion;1980 St. Emilion;72R;Average;72;Ready to drink
France;France - Bordeaux: Barsac / Sauternes;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;1991 Barsac / Sauternes;70C;Average;70;Caution, may be too old
Germany;Germany - Mosel Saar Ruwer;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;1992 Germany: Mosel-Saar-Ruwer;87C;Above-average;87;Caution, may be too old
Italy;Italy - Veneto: Valpolicella (Amarone);1999;https://www.robertparker.com//search/wines?vintage=1999&country[]=Italy&region[]=Veneto&location[]=Amarone%20della%20Valpolicella;1999 Italy: Veneto (Valpolicella);89C;Above-average;89;Caution, may be too old
Italy;Italy - Campania: Taurasi;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=Italy&region[]=Campania&location[]=Taurasi;2004 Italy: Campania (Taurasi);92R;Outstanding;92;Ready to drink
Italy;Italy - Tuscany: Chianti;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=Italy&region[]=Tuscany&location[]=Chianti%20Classico;1996 Italy:  Tuscany (Chianti Classico);88R;Above-average;88;Ready to drink
Italy;Italy - Sicily: Etna;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=Italy&region[]=Sicily&location[]=Etna;2015 Italy: Sicily (Etna);92T;Outstanding;92;Still tannic, youthful, or slow to mature
France;France - Loire Valley;1998;https://www.robertparker.com//search/wines?vintage=1998&country[]=France&region[]=Loire&color_class[]=White;1998 Loire Valley (white);84C;Above-average;84;Caution, may be too old
Germany;Germany - Mosel Saar Ruwer;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;1995 Germany: Mosel-Saar-Ruwer;90R;Outstanding;90;Ready to drink
France;France - Bordeaux: Graves / Pessac Leognan;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;2013 Graves;81C;Above-average;81;Caution, may be too old
USA;USA;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=USA&region[]=Washington&variety[]=Cabernet%20Sauvignon&variety[]=Syrah;"1995 Washington
Cabernet Sauvignon and Syrah";87R;Above-average;87;Ready to drink
South Africa;South Africa;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=South%20Africa;2011 South Africa;89I;Above-average;89;Irregular, even among the best wines
France;France - Bordeaux: Barsac / Sauternes;1987;https://www.robertparker.com//search/wines?vintage=1987&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;1987 Barsac / Sauternes;70R;Average;70;Ready to drink
France;France - Alsace;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=France&region[]=Alsace;2004 Alsace;86E;Above-average;86;Early maturing and accessible
France;France - Bordeaux: Margaux;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=France&region[]=Bordeaux&location[]=Margaux;2004 Margaux;87T;Above-average;87;Still tannic, youthful, or slow to mature
Italy;Italy - Veneto: Valpolicella (Amarone);2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Italy&region[]=Veneto&location[]=Amarone%20della%20Valpolicella;2011 Italy: Veneto (Valpolicella);87R;Above-average;87;Ready to drink
France;France - Alsace;1989;https://www.robertparker.com//search/wines?vintage=1989&country[]=France&region[]=Alsace;1989 Alsace;93R;Outstanding;93;Ready to drink
USA;USA - North Coast;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1993 Calif N Coast Zinfandel;90C;Outstanding;90;Caution, may be too old
Italy;Italy - Trentino-Alto Adige;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=Italy&region[]=Trentino-Alto%20Adige&color_class[]=White;2014 Italy: Trentino-Alto Adige;85R;Above-average;85;Ready to drink
Italy;Italy - Veneto: Valpolicella (Amarone);2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=Italy&region[]=Veneto&location[]=Amarone%20della%20Valpolicella;2013 Italy: Veneto (Valpolicella);94T;Outstanding;94;Still tannic, youthful, or slow to mature
USA;USA - North Coast;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1993 Calif N Coast Chardonnay;90C;Outstanding;90;Caution, may be too old
Australia;Australia - Western Australia;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=Australia&region[]=Western%20Australia;2013 Western Australia;91T;Outstanding;91;Still tannic, youthful, or slow to mature
France;France - Bordeaux: St Julien / Pauillac / St Estephe;1989;https://www.robertparker.com//search/wines?vintage=1989&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;1989 St. Julien / Pauillac / St. Estephe;90E;Outstanding;90;Early maturing and accessible
Germany;Germany - Mosel Saar Ruwer;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;2004 Germany: Mosel-Saar-Ruwer;92R;Outstanding;92;Ready to drink
France;France - Bordeaux: Margaux;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=France&region[]=Bordeaux&location[]=Margaux;1979 Margaux;87R;Above-average;87;Ready to drink
USA;USA - Central Coast: Santa Barbara;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=Santa%20Barbara%20County;"2008 California
Central Coast: Santa Barbara";88I;Above-average;88;Irregular, even among the best wines
France;France - Burgundy;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=France&region[]=Burgundy&color_class[]=White;2008 White Burgundy;91T;Outstanding;91;Still tannic, youthful, or slow to mature
Italy;Italy - Piedmont: Barbaresco;1989;https://www.robertparker.com//search/wines?vintage=1989&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1989 Italy:  Piedmont (Barbaresco);97T;Extraordinary;97;Still tannic, youthful, or slow to mature
Italy;Italy - Tuscany: Brunello di Montalcino;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;2001 Italy:  Tuscany (Brunello di Montalcino);94R;Outstanding;94;Ready to drink
France;France - Bordeaux: Margaux;1985;https://www.robertparker.com//search/wines?vintage=1985&country[]=France&region[]=Bordeaux&location[]=Margaux;1985 Margaux;86R;Above-average;86;Ready to drink
USA;USA - North Coast;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;2015 Calif N Coast Pinot Noir;87I;Above-average;87;Irregular, even among the best wines
USA;USA - Central Coast: Paso Robles;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=San%20Luis%20Obispo%20County&site[]=Paso%20Robles;"2010 California
Central Coast:Paso Robles";92T;Outstanding;92;Still tannic, youthful, or slow to mature
France;France - Burgundy: Beaujolais;1998;https://www.robertparker.com//search/wines?vintage=1998&country[]=France&region[]=Burgundy&region[]=Beaujolais;1998 Beaujolais;84C;Above-average;84;Caution, may be too old
France;France - Rhone: Cote Rotie / Hermitage;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=France&region[]=Rh%C3%B4ne&location[]=Northern%20Rh%C3%B4ne&locale[]=Cote%20Rotie&locale[]=Hermitage;"2013 Northern Rhone
Cote Rotie / Hermitage";89T;Above-average;89;Still tannic, youthful, or slow to mature
USA;USA - North Coast;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1979 Calif N Coast Zinfandel;83C;Above-average;83;Caution, may be too old
France;France - Roussillon;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=France&region[]=Roussillon;2010 Roussillon;94T;Outstanding;94;Still tannic, youthful, or slow to mature
Italy;Italy - Tuscany: Brunello di Montalcino;1987;https://www.robertparker.com//search/wines?vintage=1987&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;1987 Italy:  Tuscany (Brunello di Montalcino);NV;Not yet sufficiently tasted to rate;;
France;France - Champagne;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=France&region[]=Champagne;2000 Champagne;92R;Outstanding;92;Ready to drink
France;France - Rhone: Chateauneuf du Pape;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1995 Southern Rhone
Chateauneuf du Pape";90T;Outstanding;90;Still tannic, youthful, or slow to mature
France;France - Burgundy: Cote de Beaune;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;1979 Cote de Beaune (red);77C;Average;77;Caution, may be too old
France;France - Bordeaux: St Emilion;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=France&region[]=Bordeaux&location[]=Saint-%C3%89milion;2011 St. Emilion;87R;Above-average;87;Ready to drink
France;France - Burgundy: Beaujolais;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=France&region[]=Burgundy&region[]=Beaujolais;2015 Beaujolais;93E;Outstanding;93;Early maturing and accessible
France;France - Burgundy: Beaujolais;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=France&region[]=Burgundy&region[]=Beaujolais;2012 Beaujolais;90R;Outstanding;90;Ready to drink
France;France - Loire Valley;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=France&region[]=Loire&color_class[]=White;2006 Loire Valley (white);83E;Above-average;83;Early maturing and accessible
Germany;Germany - Rheinhessen;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;2015 Germany: Rhine (Riesling);92R;Outstanding;92;Ready to drink
USA;USA - North Coast;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;2000 Calif N Coast Chardonnay;87C;Above-average;87;Caution, may be too old
USA;USA - North Coast;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;1980 Calif N Coast Pinot Noir;85C;Above-average;85;Caution, may be too old
France;France - Bordeaux: Barsac / Sauternes;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;1981 Barsac / Sauternes;85R;Above-average;85;Ready to drink
France;France - Rhone: Chateauneuf du Pape;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"2009 Southern Rhone
Chateauneuf du Pape";93E;Outstanding;93;Early maturing and accessible
Spain;Spain - Rioja;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Spain&region[]=Rioja;2011 Spain:  Rioja;88T;Above-average;88;Still tannic, youthful, or slow to mature
France;France - Bordeaux: Margaux;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=France&region[]=Bordeaux&location[]=Margaux;2003 Margaux;88I;Above-average;88;Irregular, even among the best wines
France;France - Bordeaux: Graves / Pessac Leognan;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;1982 Graves;88R;Above-average;88;Ready to drink
France;France - Burgundy: Cote de Beaune;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;2012 Cote de Beaune (red);91E;Outstanding;91;Early maturing and accessible
France;France - Burgundy;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=France&region[]=Burgundy&color_class[]=White;2005 White Burgundy;90R;Outstanding;90;Ready to drink
France;France - Bordeaux: St Julien / Pauillac / St Estephe;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;1990 St. Julien / Pauillac / St. Estephe;98E;Extraordinary;98;Early maturing and accessible
Germany;Germany - Rheinhessen;1987;https://www.robertparker.com//search/wines?vintage=1987&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1987 Germany: Rhine (Riesling);84R;Above-average;84;Ready to drink
Italy;Italy - Piedmont: Barolo;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=Italy&region[]=Piedmont&location[]=Barolo;1993 Italy:  Piedmont (Barolo);91R;Outstanding;91;Ready to drink
USA;USA - North Coast;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;2003 Calif N Coast Cabernet Sauvignon;92I;Outstanding;92;Irregular, even among the best wines
France;France - Loire Valley;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=France&region[]=Loire&color_class[]=White;2014 Loire Valley (white);91R;Outstanding;91;Ready to drink
Germany;Germany - Rheinhessen;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;1993 Germany: Rhine (Riesling);88R;Above-average;88;Ready to drink
USA;USA - North Coast;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1992 Calif N Coast Chardonnay;92C;Outstanding;92;Caution, may be too old
France;France - Bordeaux: Barsac / Sauternes;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;2006 Barsac / Sauternes;88R;Above-average;88;Ready to drink
France;France - Rhone: Chateauneuf du Pape;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"2007 Southern Rhone
Chateauneuf du Pape";98E;Extraordinary;98;Early maturing and accessible
Italy;Italy - Tuscany: Bolgheri;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Italy&region[]=Tuscany&location[]=Bolgheri&color_class[]=Red;2012 Italy:  Tuscany  (Bolgheri);89T;Above-average;89;Still tannic, youthful, or slow to mature
France;France - Alsace;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=France&region[]=Alsace;2014 Alsace;89I;Above-average;89;Irregular, even among the best wines
France;France - Burgundy: Cote de Nuits;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;2000 Cote de Nuits (red);84R;Above-average;84;Ready to drink
France;France - Burgundy;2002;https://www.robertparker.com//search/wines?vintage=2002&country[]=France&region[]=Burgundy&color_class[]=White;2002 White Burgundy;92R;Outstanding;92;Ready to drink
France;France - Burgundy: Beaujolais;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=France&region[]=Burgundy&region[]=Beaujolais;2001 Beaujolais;75C;Average;75;Caution, may be too old
Italy;Italy - Piedmont: Barbaresco;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;2005 Italy:  Piedmont (Barbaresco);91T;Outstanding;91;Still tannic, youthful, or slow to mature
Italy;Italy - Campania: Taurasi;2002;https://www.robertparker.com//search/wines?vintage=2002&country[]=Italy&region[]=Campania&location[]=Taurasi;2002 Italy: Campania (Taurasi);75C;Average;75;Caution, may be too old
France;France - Burgundy: Cote de Nuits;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;2013 Cote de Nuits (red);92E;Outstanding;92;Early maturing and accessible
France;France - Jura;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=France&region[]=Jura;2005 Jura;96R;Extraordinary;96;Ready to drink
USA;USA - Willamette Valley;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=USA&region[]=Oregon&location[]=Willamette%20Valley&variety[]=Pinot%20Noir;1995 Oregon: Willamette Valley Pinot Noir;76C;Average;76;Caution, may be too old
France;France - Burgundy: Cote de Nuits;1983;https://www.robertparker.com//search/wines?vintage=1983&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Nuits&color_class[]=Red;1983 Cote de Nuits (red);75C;Average;75;Caution, may be too old
Spain;Spain - Castilla Leon: Ribera Del Duero;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;1990 Spain:  Ribera del Duero;89R;Above-average;89;Ready to drink
USA;USA - North Coast;1976;https://www.robertparker.com//search/wines?vintage=1976&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1976 Calif N Coast Zinfandel;87C;Above-average;87;Caution, may be too old
France;France - Bordeaux: St Emilion;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=France&region[]=Bordeaux&location[]=Saint-%C3%89milion;2007 St. Emilion;86I;Above-average;86;Irregular, even among the best wines
Austria;Austria;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;2012 Austria (Riesling & Grüner Veltliner);89T;Above-average;89;Still tannic, youthful, or slow to mature
France;France - Languedoc;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=France&region[]=Languedoc-Roussillon;2006 Languedoc;90I;Outstanding;90;Irregular, even among the best wines
Germany;Germany - Rheinhessen;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=Germany&region[]=Rheinhessen&variety[]=Riesling;2007 Germany: Rhine (Riesling);92R;Outstanding;92;Ready to drink
New Zealand;New Zealand;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=New%20Zealand;2000 New Zealand;81I;Above-average;81;Irregular, even among the best wines
Austria;Austria;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;2005 Austria (Riesling & Grüner Veltliner);87I;Above-average;87;Irregular, even among the best wines
Austria;Austria;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;2008 Austria (Riesling & Grüner Veltliner);88R;Above-average;88;Ready to drink
France;France - Bordeaux: Graves / Pessac Leognan;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;1971 Graves;86R;Above-average;86;Ready to drink
France;France - Burgundy: Beaujolais;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=France&region[]=Burgundy&region[]=Beaujolais;1980 Beaujolais;60C;Below-average;60;Caution, may be too old
France;France - Roussillon;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=France&region[]=Roussillon;2004 Roussillon;88R;Above-average;88;Ready to drink
France;France - Bordeaux: Pomerol;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=France&region[]=Bordeaux&location[]=Pomerol;1993 Pomerol;87C;Above-average;87;Caution, may be too old
Portugal;Portugal;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Portugal&dryness[]=Dry;2011 Portugal dry wines;95T;Outstanding;95;Still tannic, youthful, or slow to mature
USA;USA - North Coast;1981;https://www.robertparker.com//search/wines?vintage=1981&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1981 Calif N Coast Cabernet Sauvignon;85R;Above-average;85;Ready to drink
Austria;Austria;2013;https://www.robertparker.com//search/wines?vintage=2013&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;2013 Austria (Riesling & Grüner Veltliner);91T;Outstanding;91;Still tannic, youthful, or slow to mature
Italy;Italy - Sicily: Etna;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=Italy&region[]=Sicily&location[]=Etna;2008 Italy: Sicily (Etna);90C;Outstanding;90;Caution, may be too old
USA;USA - North Coast;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;2009 Calif N Coast Pinot Noir;90R;Outstanding;90;Ready to drink
Austria;Austria;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=Austria&variety[]=Riesling&variety[]=Gr%C3%BCner%20Veltliner;2003 Austria (Riesling & Grüner Veltliner);89I;Above-average;89;Irregular, even among the best wines
France;France - Bordeaux: St Julien / Pauillac / St Estephe;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;1978 St. Julien / Pauillac / St. Estephe;87C;Above-average;87;Caution, may be too old
France;France - Bordeaux: Graves / Pessac Leognan;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;2000 Graves;97T;Extraordinary;97;Still tannic, youthful, or slow to mature
Italy;Italy - Trentino-Alto Adige;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=Italy&region[]=Trentino-Alto%20Adige&color_class[]=White;2003 Italy: Trentino-Alto Adige;85C;Above-average;85;Caution, may be too old
USA;USA - Central Coast: Santa Barbara;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=Santa%20Barbara%20County;"2006 California
Central Coast: Santa Barbara";92E;Outstanding;92;Early maturing and accessible
Italy;Italy - Tuscany: Bolgheri;1986;https://www.robertparker.com//search/wines?vintage=1986&country[]=Italy&region[]=Tuscany&location[]=Bolgheri&color_class[]=Red;1986 Italy:  Tuscany  (Bolgheri);NV;Not yet sufficiently tasted to rate;;
